park_name,zone,area,latitude,longitude,source_file,sheet_name
Park Site C-Block opp Hno-670 Pkt-2 – LBJ. Puri,117,,,,civil_lines_zone.xlsx,Sheet1
Park in Pkt. G3 H.No.226 Sec-16 Rohini,117,,,,parks_combined_cleaned.xlsx,Sheet1
Park in Posangi Pur Pump wala,117,,,,parks_combined_cleaned.xlsx,Sheet1
Park opp. B/117 D/s Ramesh Nagar,117,,,,karol_bagh-mcd.xlsx,Sheet1
Tot Lot at Sec-19 at Dwarka,117,,,,nazafgarh_zone_mcd.xlsx,Sheet1
"Park Opp H.No-K/111, J J Colony, R. Nagar",1170,,,,parks_combined_cleaned.xlsx,Sheet1
Park in MIG Flats No.160 Ashok Vihar Ph-IV,1170,,,,civil_lines_zone.xlsx,Sheet1
"Sec-C, Pkt-1, Flat 0. 1370",1170,,,,parks_combined_cleaned.xlsx,Sheet1
"X-block park, opp H.No X-540, M. Puri",1170,,,,parks_combined_cleaned.xlsx,Sheet1
"K-block park, opp H.No K-972, M. Puri",1171,,,,parks_combined_cleaned.xlsx,Sheet1
"Park Opp H.No-K/396, J J Colony, R. Nagar",1171,,,,parks_combined_cleaned.xlsx,Sheet1
Park in Opp. H.No.K-223 Wazirpur J.J. Colony,1171,,,,civil_lines_zone.xlsx,Sheet1
"K-block park, opp H.No K-720, M. Puri",1172,,,,parks_combined_cleaned.xlsx,Sheet1
"Park Opp H.No-K/323, J J Colony, R. Nagar",1172,,,,parks_combined_cleaned.xlsx,Sheet1
Park in Opp. H.No.110 Nimri Colony,1172,,,,civil_lines_zone.xlsx,Sheet1
"L-block park, opp H.No L-1140, M. Puri",1173,,,,parks_combined_cleaned.xlsx,Sheet1
"Park Opp H.No-K/322, J J Colony, R. Nagar",1173,,,,parks_combined_cleaned.xlsx,Sheet1
Park in Opp. H.No.143 Nimri Colony,1173,,,,civil_lines_zone.xlsx,Sheet1
"Sec-C, Pkt-1, Flat 0. 1252",1173,,,,parks_combined_cleaned.xlsx,Sheet1
"L-block park, opp H.No L-1401, M. Puri",1174,,,,parks_combined_cleaned.xlsx,Sheet1
"Park Opp H.No-L/107, J J Colony, R. Nagar",1174,,,,parks_combined_cleaned.xlsx,Sheet1
Park in Opp. H.No.311 Nimri Colony,1174,,,,civil_lines_zone.xlsx,Sheet1
"L-block park, opp H.No L-373 M. Puri",1175,,,,parks_combined_cleaned.xlsx,Sheet1
Park LIG Flats Ashok Vihar Ph-IV,1175,,,,civil_lines_zone.xlsx,Sheet1
"Park Opp H.No-L/134, J J Colony, R. Nagar",1175,,,,parks_combined_cleaned.xlsx,Sheet1
"Sec-C, Pkt-1, Flat 0. 1187",1175,,,,parks_combined_cleaned.xlsx,Sheet1
"O-block park, opp H.No O-348 , M. Puri",1176,,,,parks_combined_cleaned.xlsx,Sheet1
"Park Opp H.No-L/234, J J Colony, R. Nagar",1176,,,,parks_combined_cleaned.xlsx,Sheet1
Park in Opp. H.No.313 Nimri Colony,1176,,,,civil_lines_zone.xlsx,Sheet1
"Sec-C, Pkt-1, Flat 0. 1174",1176,,,,parks_combined_cleaned.xlsx,Sheet1
"Park Opp H.No-L/112, J J Colony, R. Nagar",1177,,,,parks_combined_cleaned.xlsx,Sheet1
Park in Opp. H.No.24 Nimri Colony,1177,,,,civil_lines_zone.xlsx,Sheet1
"Sec-C, Pkt-1, Flat 0. 1189",1177,,,,parks_combined_cleaned.xlsx,Sheet1
"X-block park, opp H.No X-649 , M. Puri",1177,,,,parks_combined_cleaned.xlsx,Sheet1
"P-block park, opp H.No P-1/23 , M. Puri",1178,,,,parks_combined_cleaned.xlsx,Sheet1
"Park Opp H.No-L/35, J J Colony, R. Nagar",1178,,,,parks_combined_cleaned.xlsx,Sheet1
Park in Opp. H.No.175 Nimri Colony,1178,,,,civil_lines_zone.xlsx,Sheet1
"Sec-C, Pkt-1, Flat 0. 1169",1178,,,,parks_combined_cleaned.xlsx,Sheet1
"P-block park, opp H.No P-4/120 , M. Puri",1179,,,,parks_combined_cleaned.xlsx,Sheet1
"Park Opp H.No-L/93, J J Colony, R. Nagar",1179,,,,parks_combined_cleaned.xlsx,Sheet1
Park in Opp. H.No.337 Nimri Colony,1179,,,,civil_lines_zone.xlsx,Sheet1
66 A LIG Mahila Park,118,,,,parks_combined_cleaned.xlsx,Sheet1
"A16/10, Vasant Vihar",118,,,,parks_combined_cleaned.xlsx,Sheet1
Block B 118,118,,,,parks_combined_cleaned.xlsx,Sheet1
Block H 118,118,,,,parks_combined_cleaned.xlsx,Sheet1
Block – A 118-136,118,,,,kidbai_nagar_east.xlsx,Sheet1
Block- E 118,118,,,,parks_combined_cleaned.xlsx,Sheet1
"Park Opp. 118, Naraina Vihar",118,,,,karol_bagh-mcd.xlsx,Sheet1
Park Site C-Block opp Hno-735 Park J. Puri,118,,,,civil_lines_zone.xlsx,Sheet1
Park in Pkt. G4 H.No.147 Sec-16 Rohini,118,,,,parks_combined_cleaned.xlsx,Sheet1
Park in Posangi Pur behind School,118,,,,parks_combined_cleaned.xlsx,Sheet1
"Round about C-118, Naraina Indl. Area",118,,,,karol_bagh-mcd.xlsx,Sheet1
"P-block park, opp H.No P-6/114 , M. Puri",1180,,,,parks_combined_cleaned.xlsx,Sheet1
"Park Opp H.No-L/150, J J Colony, R. Nagar",1180,,,,parks_combined_cleaned.xlsx,Sheet1
Park in Opp. H.No.356 Nimri Colony,1180,,,,civil_lines_zone.xlsx,Sheet1
"P-block park, opp H.No P-7/108 , M. Puri",1181,,,,parks_combined_cleaned.xlsx,Sheet1
"Park Opp H.No-A/99, Vishal Enclave",1181,,,,parks_combined_cleaned.xlsx,Sheet1
Park in Opp. H.No.387 Nimri Colony,1181,,,,civil_lines_zone.xlsx,Sheet1
"Sec-C, Pkt-1, Flat 0. 1031",1181,,,,parks_combined_cleaned.xlsx,Sheet1
"P-block park, opp H.No P-1/54, M. Puri",1182,,,,parks_combined_cleaned.xlsx,Sheet1
"Park Opp H.No-B/04, Vishal Enclave",1182,,,,parks_combined_cleaned.xlsx,Sheet1
Park in Opp. H.No.445 Nimri Colony,1182,,,,civil_lines_zone.xlsx,Sheet1
"P-block park, opp H.No P-6/45 , M. Puri",1183,,,,parks_combined_cleaned.xlsx,Sheet1
"Park Opp H.No-B/17, Vishal Enclave",1183,,,,parks_combined_cleaned.xlsx,Sheet1
Park in Opp. H.No.487 Nimri Colony,1183,,,,civil_lines_zone.xlsx,Sheet1
"Sec-C, Pkt-1, Flat 0. C.S.C",1183,,,,parks_combined_cleaned.xlsx,Sheet1
"P-block park, opp Mpl. School , M. Puri",1184,,,,parks_combined_cleaned.xlsx,Sheet1
"Park at C-Block, Vishal Enclave",1184,,,,parks_combined_cleaned.xlsx,Sheet1
Park in Opp. H.No.536 Nimri Colony,1184,,,,civil_lines_zone.xlsx,Sheet1
"P-block park, opp H.No P-3/168 , M. Puri",1185,,,,parks_combined_cleaned.xlsx,Sheet1
"Park at C-Block near Pry School, Vishal Enclave",1185,,,,parks_combined_cleaned.xlsx,Sheet1
Park in Opp. H.No.75 Nimri Colony,1185,,,,civil_lines_zone.xlsx,Sheet1
Type II – 1185,1185,,,,parks_combined_cleaned.xlsx,Sheet1
"P-block park, opp H.No P-5/105 , M. Puri",1186,,,,parks_combined_cleaned.xlsx,Sheet1
Park in Opp. H.No.196 Nimri Colony,1186,,,,civil_lines_zone.xlsx,Sheet1
"P-block park, opp H.No P-6/78, M. Puri",1187,,,,parks_combined_cleaned.xlsx,Sheet1
Park in Opp. H.No.277 Nimri Colony,1187,,,,civil_lines_zone.xlsx,Sheet1
"Park near H.No-20, D/S J J Colony, R. Nagar",1187,,,,parks_combined_cleaned.xlsx,Sheet1
"Sec-C, Pkt-1, Flat 0. 1010",1187,,,,parks_combined_cleaned.xlsx,Sheet1
"P-block park, near HSS, M. Puri",1188,,,,parks_combined_cleaned.xlsx,Sheet1
Park in Near Gurudwara Nimri Colony,1188,,,,civil_lines_zone.xlsx,Sheet1
"Park near H.No-155, D/S J J Colony, R. Nagar",1188,,,,parks_combined_cleaned.xlsx,Sheet1
"Sec-C, Pkt-1, Flat 0. 1020",1188,,,,parks_combined_cleaned.xlsx,Sheet1
"P-block park, opp H.No P-1/1 , M. Puri",1189,,,,parks_combined_cleaned.xlsx,Sheet1
Park at Zonal Office,1189,,,,parks_combined_cleaned.xlsx,Sheet1
65 A MIG Park Motia Khan,119,,,,parks_combined_cleaned.xlsx,Sheet1
"B6/1 to B6/9, Vasant Vihar",119,,,,parks_combined_cleaned.xlsx,Sheet1
Block H 119,119,,,,parks_combined_cleaned.xlsx,Sheet1
Block – J 119,119,,,,parks_combined_cleaned.xlsx,Sheet1
"Park Opp. A-2/69, Janak Puri",119,,,,parks_combined_cleaned.xlsx,Sheet1
Park Opp. Kothi No. 119,119,,,,golf_link-ndmc.xlsx,Sheet1
Park Site C-Block opp Hno-847 Pkt-2 – LBJ. Puri,119,,,,civil_lines_zone.xlsx,Sheet1
Park in Pkt. G4 H.No.124 Sec-16 Rohini,119,,,,parks_combined_cleaned.xlsx,Sheet1
Park at Zonal Office (Road side),1190,,,,parks_combined_cleaned.xlsx,Sheet1
Park in Opp. H.No.20 Nimri Colony,1190,,,,civil_lines_zone.xlsx,Sheet1
"Q-block park, opp H.No Q-8/116, M. Puri",1190,,,,parks_combined_cleaned.xlsx,Sheet1
"Sec-C, Pkt-1, Flat 0. 1517",1190,,,,parks_combined_cleaned.xlsx,Sheet1
Park in Opp. H.No.81 Nimri Colony,1191,,,,civil_lines_zone.xlsx,Sheet1
"Park near 80 Yrds H.No-22, Tagore Garden",1191,,,,parks_combined_cleaned.xlsx,Sheet1
"Q-block park, opp H.No Q-5/96 , M. Puri",1191,,,,parks_combined_cleaned.xlsx,Sheet1
"Sec-C, Pkt-1, Flat 0. 1435",1191,,,,parks_combined_cleaned.xlsx,Sheet1
Park in Opp. H.No.73 Nimri Colony,1192,,,,civil_lines_zone.xlsx,Sheet1
"Park near 80 Yrds H.No-B/98, Tagore Garden",1192,,,,parks_combined_cleaned.xlsx,Sheet1
"Q-block park, near Mpl. School , M. Puri",1192,,,,parks_combined_cleaned.xlsx,Sheet1
E Block HN 1193,1193,,,,netaji_nagar-ndmc.xlsx,Sheet1
"Park at C-Block (80Yrds), Tagore Garden Ext.",1193,,,,parks_combined_cleaned.xlsx,Sheet1
"Q-block park, opp H.No Q-6/60, M. Puri",1193,,,,parks_combined_cleaned.xlsx,Sheet1
"Park at C-Block (80Yrds), near H.No-105",1194,,,,parks_combined_cleaned.xlsx,Sheet1
Park in Opp. H.No.33 Nimri Colony,1194,,,,civil_lines_zone.xlsx,Sheet1
"Q-block park, opp H.No Q-10/24 , M. Puri",1194,,,,parks_combined_cleaned.xlsx,Sheet1
"Sec-C, Pkt-1, Flat 0. 1514",1194,,,,parks_combined_cleaned.xlsx,Sheet1
Park in Opp. H.No.139 J-III Block Wazirpur J.J Colony,1195,,,,civil_lines_zone.xlsx,Sheet1
"Park near H.No-25, Four Storey Tagore Garden",1195,,,,parks_combined_cleaned.xlsx,Sheet1
"Q-block park, opp H.No Q-8/64 , M. Puri",1195,,,,parks_combined_cleaned.xlsx,Sheet1
"Sec-C, Pkt-2, Flat 0. 2633",1195,,,,parks_combined_cleaned.xlsx,Sheet1
Park in Opp. H.No.255 J-III Block Wazirpur J.J Colony,1196,,,,civil_lines_zone.xlsx,Sheet1
"Park near H.No-110, C-Block(80 Yrds), Tagore Garden",1196,,,,parks_combined_cleaned.xlsx,Sheet1
"Q-block park, opp H.No Q-6/40, M. Puri",1196,,,,parks_combined_cleaned.xlsx,Sheet1
"Sec-C, Pkt-2, Flat 0. 2604",1196,,,,parks_combined_cleaned.xlsx,Sheet1
"P, Q&R Central Park, Mangol Puri",1197,,,,parks_combined_cleaned.xlsx,Sheet1
Park in Opp. H.No.F-78 J-III Block Wazirpur J.J Colony,1197,,,,civil_lines_zone.xlsx,Sheet1
"Park near H.No-57, 4 Storey Tagore Gdn Extn.",1197,,,,parks_combined_cleaned.xlsx,Sheet1
"Sec-C, Pkt-2, Flat 0. 2587",1197,,,,parks_combined_cleaned.xlsx,Sheet1
Park in Opp. H.No.F-26 J-III Block Wazirpur J.J Colony,1198,,,,civil_lines_zone.xlsx,Sheet1
"Park near H.No-82, 4 Storey Tagore Gdn Extn.",1198,,,,parks_combined_cleaned.xlsx,Sheet1
"R-block park, Road Side Park , M. Puri",1198,,,,parks_combined_cleaned.xlsx,Sheet1
"Sec-C, Pkt-2, Flat 0. 2665",1198,,,,parks_combined_cleaned.xlsx,Sheet1
Park in Opp. H.No.D-10 J-III Block Wazirpur J.J Colony,1199,,,,civil_lines_zone.xlsx,Sheet1
"Park near H.No-125, 4 Storey Tagore Gdn Extn",1199,,,,parks_combined_cleaned.xlsx,Sheet1
"R-block park, opp H.No R-554, M. Puri",1199,,,,parks_combined_cleaned.xlsx,Sheet1
"12 Block Park, W.E.A. Karol Bagh",12,,,,karol_bagh-mcd.xlsx,Sheet1
12-Block JJ Cluster Tilak Vihar,12,,,,parks_combined_cleaned.xlsx,Sheet1
12.,12,,,,delhi_jal_board_parks_list.xlsx,Sheet1
"12A Block Park, W.E.A. Karol Bagh",12,,,,karol_bagh-mcd.xlsx,Sheet1
244 MIG at Madipur,12,,,,parks_combined_cleaned.xlsx,Sheet1
CPWD R.K.puram Sec-12,12,,,,kidbai_nagar_east.xlsx,Sheet1
Central Verge Sector C1 to C9 Vasant kunj,12,,,,parks_combined_cleaned.xlsx,Sheet1
M/o L&DO land at RK Puram Sector 12 (26.20 acres),12,,,,dda_south-east.xlsx,Sheet1
M/o M.P. green area at sect.12 in front of Kargil colony Dwk.,12,,,,dda_north-west.xlsx,Sheet1
M/o M.P. green area at sect.12 near drain infront of Kargil.,12,,,,dda_north-west.xlsx,Sheet1
M/o Park and RSP Sec.12 Dwk Near Petrol Pump,12,,,,dda_north-west.xlsx,Sheet1
M/o Park and RSP Sec.12 Dwk. Back side Pocket 3,12,,,,dda_north-west.xlsx,Sheet1
M/o Park and RSP Sec.12 Dwk. In front Central school,12,,,,dda_north-west.xlsx,Sheet1
M/o Park and RSP Sec.12 Dwk. In front of Adarsh School,12,,,,dda_north-west.xlsx,Sheet1
M/o Park and RSP Sec.12 Dwk. In front of Tank,12,,,,dda_north-west.xlsx,Sheet1
M/o Park and RSP Sec.12 Dwk. In front pocket 3,12,,,,dda_north-west.xlsx,Sheet1
M/o Park and RSP Sec.12 Dwk. Near Bal Marti School,12,,,,dda_north-west.xlsx,Sheet1
M/o Park and RSP Sec.12 Dwk. Near Central School,12,,,,dda_north-west.xlsx,Sheet1
M/o Park and RSP Sec.12 Dwk. Near Dispensary,12,,,,dda_north-west.xlsx,Sheet1
M/o Park and RSP Sec.12 Dwk. Near Power House,12,,,,dda_north-west.xlsx,Sheet1
M/o Park and RSP Sec.12 Dwk. Near Road,12,,,,dda_north-west.xlsx,Sheet1
M/o Park and RSP Sec.12 Dwk. Near Society No. 13,12,,,,dda_north-west.xlsx,Sheet1
M/o Park and RSP Sec.12 Dwk. Near pocket 5,12,,,,dda_north-west.xlsx,Sheet1
M/o Park and RSP Sec.12 Dwk. Store Wala Park,12,,,,dda_north-west.xlsx,Sheet1
M/o Park and RSP Sec.12 Owk. Near lal Lab,12,,,,dda_north-west.xlsx,Sheet1
M/o Park and RSP Sec.12 Owk. Near store,12,,,,dda_north-west.xlsx,Sheet1
M/o Park and RSP Sect 12 Dwk. Near Plaza Market,12,,,,dda_north-west.xlsx,Sheet1
M/o Park and RSP sec.12-8 Dwk Near Society,12,,,,dda_north-west.xlsx,Sheet1
M/o Park and RSP sec.12-B Dwk near Kali Mata Temple,12,,,,dda_north-west.xlsx,Sheet1
M/o Park and RSP sec.12-B Owk Near petrol Pump,12,,,,dda_north-west.xlsx,Sheet1
M/o Park and Rsp Near Pkt 12 at Jasola,12,,,,dda_south-east.xlsx,Sheet1
M/o Park at Near Dispensary Block No.12 at Geeta Colony,12,,,,dda_south-east.xlsx,Sheet1
Park No. 12 Pkt.- II Opp. 15 B,12,,,,dda_south-east.xlsx,Sheet1
Park No. 12. Park near Deskbhandu Aptt.,12,,,,dda_south-east.xlsx,Sheet1
Park No.12,12,,,,dda_south-east.xlsx,Sheet1
Park No.12 Opp.Flat No.114,12,,,,dda_south-east.xlsx,Sheet1
Park No.12 Park at flat no. 11,12,,,,dda_south-east.xlsx,Sheet1
"Park Opp. A1 to 12, Inder Lok",12,,,,karol_bagh-mcd.xlsx,Sheet1
"Park Opp. AB-12 to B9, Near police Post, Inder Lok",12,,,,karol_bagh-mcd.xlsx,Sheet1
Park Opp. Street No.5,12,,,,parks_combined_cleaned.xlsx,Sheet1
Park in 1-Block opp H.No-735 Park Green Belt in Jahangir Puri,12,,,,civil_lines_zone.xlsx,Sheet1
Park in Pkt. A3 & A4 Sec-16 Rohini,12,,,,parks_combined_cleaned.xlsx,Sheet1
Park near Pkt 12,12,,,,dda_south-east.xlsx,Sheet1
Park opp. B-12/102. Mansarover Garden,12,,,,karol_bagh-mcd.xlsx,Sheet1
Park opp. H.No. B-12 Moti Nagar,12,,,,karol_bagh-mcd.xlsx,Sheet1
Planter No.12,12,,,,dda_south-east.xlsx,Sheet1
"South Park Inside of Urdu Bazar,jama Maszid",12,,12.0,,city_zone-mcd.xlsx,Sheet1
Tikri Kala Park (park near old Choupal),12,,,,nazafgarh_zone_mcd.xlsx,Sheet1
14 A MIG Park Motia Khan,120,,,,parks_combined_cleaned.xlsx,Sheet1
"B4/8 to B3/7, Vasant Vihar",120,,,,parks_combined_cleaned.xlsx,Sheet1
Infront of 120,120,,,,parks_combined_cleaned.xlsx,Sheet1
"Park Opp. A-2 Block near Market, Janak Puri",120,,,,parks_combined_cleaned.xlsx,Sheet1
Park Site C-Block opp Hno-656 Pkt-2 J. Puri,120,,,,civil_lines_zone.xlsx,Sheet1
Park in Pkt. G4 H.No.24 Sec-16 Rohini,120,,,,parks_combined_cleaned.xlsx,Sheet1
Park opp. H.No. C-120 Moti Nagar,120,,,,karol_bagh-mcd.xlsx,Sheet1
Park in Opp. H.No.E-511 J-III Block Wazirpur J.J Colony,1200,,,,civil_lines_zone.xlsx,Sheet1
"Park near H.No-281, 4 Storey Tagore Gdn Extn",1200,,,,parks_combined_cleaned.xlsx,Sheet1
"R-block park, opp H.No R-442, M. Puri",1200,,,,parks_combined_cleaned.xlsx,Sheet1
"Sec-C, Pkt-2, Flat 0. 2576",1200,,,,parks_combined_cleaned.xlsx,Sheet1
E Block HN 1201,1201,,,,netaji_nagar-ndmc.xlsx,Sheet1
Park in Opp. H.No.E-280 J-III Block Wazirpur J.J Colony,1201,,,,civil_lines_zone.xlsx,Sheet1
"Park near H.No-361,4 Storey Tagore Gdn Extn",1201,,,,parks_combined_cleaned.xlsx,Sheet1
"R-block park, opp H.No R-496, M. Puri",1201,,,,parks_combined_cleaned.xlsx,Sheet1
"Sec-C, Pkt-2, Flat 0. 2531",1201,,,,parks_combined_cleaned.xlsx,Sheet1
Type II – 1201,1201,,,,parks_combined_cleaned.xlsx,Sheet1
Park in D-Block Pathwari Wala Wazirpur J.J. Colony,1202,,,,civil_lines_zone.xlsx,Sheet1
"Park near H.No-505,4 Storey Tagore Gdn Extn",1202,,,,parks_combined_cleaned.xlsx,Sheet1
"R-block park, opp H.No R-996, M. Puri",1202,,,,parks_combined_cleaned.xlsx,Sheet1
"Sec-C, Pkt-2, Flat 0. 2532",1202,,,,parks_combined_cleaned.xlsx,Sheet1
Park in Opp. H.No.B-271 Wazirpur J.J Colony,1203,,,,civil_lines_zone.xlsx,Sheet1
"Park near H.No-513,4 Storey Tagore Gdn Extn",1203,,,,parks_combined_cleaned.xlsx,Sheet1
"R-block park, opp H.No R-1093, M. Puri",1203,,,,parks_combined_cleaned.xlsx,Sheet1
"Sec-C, Pkt-2, Flat 0. 9092",1203,,,,parks_combined_cleaned.xlsx,Sheet1
Park in Opp. H.No.A-273 Wazirpur J.J Colony,1204,,,,civil_lines_zone.xlsx,Sheet1
"Park near H.No- Slum Tenament, Tagore Gdn Extn",1204,,,,parks_combined_cleaned.xlsx,Sheet1
"R-block park, opp H.No R-1190, M. Puri",1204,,,,parks_combined_cleaned.xlsx,Sheet1
"Sec-C, Pkt-2, Flat 0. DESU",1204,,,,parks_combined_cleaned.xlsx,Sheet1
E Block HN 1205,1205,,,,netaji_nagar-ndmc.xlsx,Sheet1
Park in Opp. H.No.L-482 Wazirpur J.J Colony,1205,,,,civil_lines_zone.xlsx,Sheet1
"Park near H.No-750,4 Storey Tagore Gdn Extn",1205,,,,parks_combined_cleaned.xlsx,Sheet1
"R-block park, opp H.No R-1213, M. Puri",1205,,,,parks_combined_cleaned.xlsx,Sheet1
"Sec-C, Pkt-2, Flat 0. 2297",1205,,,,parks_combined_cleaned.xlsx,Sheet1
Park in Opp. H.No.L-183 Wazirpur J.J Colony,1206,,,,civil_lines_zone.xlsx,Sheet1
"Park near H.No-641,4 Storey Tagore Gdn Extn",1206,,,,parks_combined_cleaned.xlsx,Sheet1
"R-block park, opp H.No R-1179, M. Puri",1206,,,,parks_combined_cleaned.xlsx,Sheet1
Park in Opp. H.No.K-497 Wazirpur J.J Colony,1207,,,,civil_lines_zone.xlsx,Sheet1
"Park near H.No-650,4 Storey Tagore Gdn Extn",1207,,,,parks_combined_cleaned.xlsx,Sheet1
"R-block park, opp H.No R-577, M. Puri",1207,,,,parks_combined_cleaned.xlsx,Sheet1
"Sec-C, Pkt-2, Flat 0. 2207",1207,,,,parks_combined_cleaned.xlsx,Sheet1
Park in Opp. H.No.K-379 Wazirpur J.J Colony,1208,,,,civil_lines_zone.xlsx,Sheet1
"Park near H.No-629, 4 Storey Tagore Gdn Extn",1208,,,,parks_combined_cleaned.xlsx,Sheet1
"R-block park, near Latrine block, M. Puri",1208,,,,parks_combined_cleaned.xlsx,Sheet1
Park in Opp. H.No.K-118 Wazirpur J.J Colony,1209,,,,civil_lines_zone.xlsx,Sheet1
"Park near H.No-769, 4 Storey Tagore Gdn Extn",1209,,,,parks_combined_cleaned.xlsx,Sheet1
"S-block park, opp H.No S-144 , M. Puri",1209,,,,parks_combined_cleaned.xlsx,Sheet1
167 A LIG Park Motia Khan(Mazar Wala),121,,,,parks_combined_cleaned.xlsx,Sheet1
"B3/5 to B8/1, Vasant Vihar",121,,,,parks_combined_cleaned.xlsx,Sheet1
Block – E 121-144,121,,,,kidbai_nagar_east.xlsx,Sheet1
"Park Opp. A-3 Block near Mandir, Janak Puri",121,,,,parks_combined_cleaned.xlsx,Sheet1
"Park Opp. B 121 to 160, Subhadra Colony",121,,,,karol_bagh-mcd.xlsx,Sheet1
Park Site C-Block opp Hno-570 Pkt-2 J. Puri,121,,,,civil_lines_zone.xlsx,Sheet1
Park in Pkt. G4 H.No.208 Sec-16 Rohini,121,,,,parks_combined_cleaned.xlsx,Sheet1
"Park infront of 121 DDA Flat, New Ranjeet Nagar",121,,,,karol_bagh-mcd.xlsx,Sheet1
Park in J-III Block Sanjay Market Wazirpur J.J.Colony,1210,,,,civil_lines_zone.xlsx,Sheet1
"Park near H.No-637, 4 Storey Tagore Gdn Extn",1210,,,,parks_combined_cleaned.xlsx,Sheet1
"S-block park, opp H.No S-995 , M. Puri",1210,,,,parks_combined_cleaned.xlsx,Sheet1
"Sec-C, Pkt-2, Flat 0. 2113",1210,,,,parks_combined_cleaned.xlsx,Sheet1
Park in H-18 Sanjay Market Wazirpur J.J.Colony,1211,,,,civil_lines_zone.xlsx,Sheet1
"Park near H.No-585, 4 Storey Tagore Gdn Extn",1211,,,,parks_combined_cleaned.xlsx,Sheet1
"S-block park, opp H.No S-1176 , M. Puri",1211,,,,parks_combined_cleaned.xlsx,Sheet1
Park in Opp. H-Block Nimri Colony,1212,,,,civil_lines_zone.xlsx,Sheet1
"Park near H.No-723, 4 Storey Tagore Gdn Extn",1212,,,,parks_combined_cleaned.xlsx,Sheet1
"S-block park, opp H.No S-300 , M. Puri",1212,,,,parks_combined_cleaned.xlsx,Sheet1
Park in Opp. H.No.G-91 Wazirpur J.J Colony,1213,,,,civil_lines_zone.xlsx,Sheet1
"Park near H.No-741, 4 Storey Tagore Gdn Extn",1213,,,,parks_combined_cleaned.xlsx,Sheet1
"S-block park, opp Mpl. School , M. Puri",1213,,,,parks_combined_cleaned.xlsx,Sheet1
Park in Ram Lilla Ground J-Block Wazirpur J.J. Colony,1214,,,,civil_lines_zone.xlsx,Sheet1
"Park near H.No-809, 4 Storey Tagore Gdn Extn",1214,,,,parks_combined_cleaned.xlsx,Sheet1
"S-block park, opp H.No S-349 , M. Puri",1214,,,,parks_combined_cleaned.xlsx,Sheet1
Park in SFS Flats no.46 Ashok Vihar Ph-IV,1215,,,,civil_lines_zone.xlsx,Sheet1
"Park near H.No-561, 4 Storey Tagore Gdn Extn",1215,,,,parks_combined_cleaned.xlsx,Sheet1
"S-block park, opp H.No S-441 , M. Puri",1215,,,,parks_combined_cleaned.xlsx,Sheet1
"Sec-C, Pkt-2, Flat 0. 2496",1215,,,,parks_combined_cleaned.xlsx,Sheet1
Park in SFS Flats no.32 Ashok Vihar Ph-IV,1216,,,,civil_lines_zone.xlsx,Sheet1
"Park near H.No-669, 4 Storey Tagore Gdn Extn",1216,,,,parks_combined_cleaned.xlsx,Sheet1
"S-block park, opp H.No S-504 , M. Puri",1216,,,,parks_combined_cleaned.xlsx,Sheet1
Park in Opp. Flats no.301 Ashok Vihar Ph-IV,1217,,,,civil_lines_zone.xlsx,Sheet1
"Park near H.No-857, 4 Storey Tagore Gdn Extn",1217,,,,parks_combined_cleaned.xlsx,Sheet1
"S-block park, near Latrine block , M. Puri",1217,,,,parks_combined_cleaned.xlsx,Sheet1
Park in Opp. Flats no.153 Ashok Vihar Ph-IV,1218,,,,civil_lines_zone.xlsx,Sheet1
"Park near H.No-51-52, 4 Storey Tagore Gdn Extn.",1218,,,,parks_combined_cleaned.xlsx,Sheet1
"T-block park, opp H.No T-1056 , M. Puri",1218,,,,parks_combined_cleaned.xlsx,Sheet1
Park in Opp. Flats no.271 Ashok Vihar Ph-IV,1219,,,,civil_lines_zone.xlsx,Sheet1
"Park near H.No-68(old), 4 Storey Tagore Gdn Extn",1219,,,,parks_combined_cleaned.xlsx,Sheet1
"Sec-C, Pkt-2, Flat 0. 2017",1219,,,,parks_combined_cleaned.xlsx,Sheet1
"T-block park, opp H.No T-1225 , M. Puri",1219,,,,parks_combined_cleaned.xlsx,Sheet1
105 A LIG Park Motia Khan(Waterfall Wala),122,,,,parks_combined_cleaned.xlsx,Sheet1
"B9/26 to B8/13, Vasant Vihar",122,,,,parks_combined_cleaned.xlsx,Sheet1
"Park Opp. A-3/324, Janak Puri",122,,,,parks_combined_cleaned.xlsx,Sheet1
Park Site C-Block opp Hno-471 Pkt-2 J. Puri,122,,,,civil_lines_zone.xlsx,Sheet1
Park in Pkt. G5 NHP Sec-16 Rohini,122,,,,parks_combined_cleaned.xlsx,Sheet1
Park in Opp. Flats no.181 Ashok Vihar Ph-IV,1220,,,,civil_lines_zone.xlsx,Sheet1
"Park near H.No-20-21, 4 Storey Tagore Gdn Extn",1220,,,,parks_combined_cleaned.xlsx,Sheet1
"Sec-C, Pkt-2, Flat 0. 2072",1220,,,,parks_combined_cleaned.xlsx,Sheet1
"T-block park, opp H.No T-1105 , M. Puri",1220,,,,parks_combined_cleaned.xlsx,Sheet1
Park in Opp. Flats no.133 Ashok Vihar Ph-IV,1221,,,,civil_lines_zone.xlsx,Sheet1
"Park opp H.No-65 Slum Tenament, 4 Storey Tagore Gdn Extn",1221,,,,parks_combined_cleaned.xlsx,Sheet1
"Sec-C, Pkt-2, Flat 0. 2308",1221,,,,parks_combined_cleaned.xlsx,Sheet1
