surface,access,smoking,leisure,tourism,fixme,operator,operator:type,dog,@geometry,@id,addr:city,website,addr:village,noname,addr:postcode,highway,landuse,addr:housenumber,description,type,barrier,name:etymology:wikidata,check_date,name,name:en,grassland,brand,opening_hours:covid19,addr:district,amenity,created_by,addr:street,brand:wikidata,opening_hours,latitude,longitude
,,,park,,,,,,center,way/748812233,Gurgaon,,,,122002,,,U-69/20,,,,,,RWA Park,,,,,,,,U--69,,Mo-Su 08:00-22:00,28.4889864,77.0946493
,,,park,,,,,yes,center,way/754941764,,,,,,,,,,,,,,Warizabad Ecorestoration Park,,,,,,,,,,,28.4553289,77.0892076
,,,park,,,,,yes,center,way/754941765,,,,,,,,,,,,,,Warizabad Ecorestoration Park,,,,,,,,,,,28.4540738,77.0891527
,,,park,,,,,,center,way/843253867,,,,,,,,,,,,,,,,,,off,,,,,,,28.4455067,77.064914
,,,park,,,,,,center,way/859812484,,,,,,,,,,,,,,,,,,,,,,,,,28.4727263,77.0685409
,,,park,,,,,,center,way/860021400,,,,,,,,,,,,,,,,,,,,,,,,,28.4612633,77.0574863
,,no,park,,,,,no,center,way/982039384,Gurgaon,,,,122001,,,,,,,,,Gulab Park,,,,restricted,,,,Sector 43,,sunrise-sunset,28.4551942,77.0815205
,,no,park,,,National Media Centre,,no,center,way/1042625416,,,,,,,,,,,,,,Kid's Park,,,,,,,,,,Mo-Su 08:00-18:00,28.4989768,77.0952134
,,,park,,,GMDA,,,center,way/1076312325,Gurugram,,,,122017,,,,,,,,,Major Vinod Rana Park,,,,,,,,Sector 110A,,,28.5113937,77.0268653
,,,park,,,Mahindra Aura,,,center,way/1076434964,,,,,,,,Mahindra Aura,,,,,,Central Greens,,,,,,,,,,,28.5128979,77.026718
,,,park,,,Mahindra Aura,,,center,way/1076435578,,,,,,,,,,,,Q2153,,Netaji Subhash Chandra Bose Park,,,,,,,,,,,28.5130802,77.0255075
,,,park,,,,,,center,way/1079172957,,,,,,,,,,,,,,,,,,,,,,,,,28.4085282,77.0402016
,,,park,,,,,,center,way/1082525975,,,,,,,,,,,,,,park,,,,,,,,,,,28.2879397,76.8573554
,,,park,,,,,,center,way/1108051690,,,,,,,,,,,,,,,,,,,,,,,,,28.4770218,77.0907563
,,,park,,,,,,center,way/1168785739,,,,,,,,,,,,,,,,,,,,,,,,,28.4598142,77.0994697
,,,park,,,,,,center,way/1168785740,,,,,,,,,,,,,,,,,,,,,,,,,28.4611406,77.1021386
,,,park,,,,,,center,way/1188645981,,,,,,,,,,,,,,,,,,,,,,,,,28.4297892,77.0920722
,,,park,,,,,,center,way/1195003748,,,,,,,,,,,,,,,,,,,,,,,,,28.4260194,77.0665875
,,,park,,,,,,center,way/1195171935,,,,,,,,,,,,,,,,,,,,,,,,,28.4708937,77.0881088
,,,park,,,Municipal Coorporation Gurugram,government,,center,way/1195171946,Gurugram,,Samaspur,,,,,,,,,,,Park Number 5,,,,,Gurugram,,,,,,28.4274611,77.0654022
,,,park,,,,,,center,way/1195179949,,,,,,,,,,,,,,,,,,,,,,,,,28.4573441,77.0955357
,,,park,,,,,,center,way/1195179955,,,,,,,,,,,,,,,,,,,,,,,,,28.461679,77.0938274
,,,park,,,,,,center,way/1217686711,,,,,,,,,,,,,,,,,,,,,,,,,28.4638585,77.0900731
,,,park,,,,,,center,way/1217691768,,,,,,,,,,,,,,,,,,,,,,,,,28.4614785,77.0913814
,,,park,,,,,,center,way/1217765669,,,,,,,,,,,,,,,,,,,,,,,,,28.4256751,77.0924839
,,,park,,,,,,center,way/1218682953,,,,,,,,,,,,,,,,,,,,,,,,,28.4715227,77.091324
,,,park,,,,,,center,way/1218682956,,,,,,,,,,,,,,,,,,,,,,,,,28.4694186,77.088074
,,,park,,,C Block RWA,private,,center,way/1220968209,Gurugram,,,,122001,,,,,,,,,Manav Rachna Playground cum C Block Main Park,,,,,,,,C Block May Field Gardens,,,28.4224938,77.0612097
,,,park,,,,,,center,way/1220968333,,,,,,,,,,,,,,,,,,,,,,,,,28.4251499,77.0784282
,,,park,,,,,,center,way/1220968499,,,,,,,,,,,,,,,,,,,,,,,,,28.4728688,77.0773849
,,,park,,,,,,center,way/1220968628,,,,,,,,,,,,,,,,,,,,,,,,,28.4735357,77.0820375
,,,park,,,,,,center,way/1220968972,,,,,,,,,,,,,,,,,,,,,,,,,28.474688,77.0796251
,,,park,,,,,,center,way/1220969274,,,,,,,,,,,,,,,,,,,,,,,,,28.4742733,77.0807715
,,,park,,,,,,center,way/1222327377,,,,,,,,,,,,,,,,,,,,,,,,,28.4284509,77.056176
,,,park,,park boundary correction by local survey,,,,center,way/1222327378,,,,,,,,,,,,,,,,,,,,,,,,,28.4290277,77.0535821
,,,park,,,,,,center,way/1223763806,,,,,,,,,,,,,,,,,,,,,,,,,28.4452503,77.1048805
,,,park,,,,,,center,way/1224672242,"DLF CITY, Phase 2",,,,122002,,,8-9,,,,,,Gulmohar Marg Park,,,,,Gurgaon,,,Gulmohar Marg Extention,,,28.4810507,77.0737366
,,,park,,,,,,center,way/1226655024,,,,,,,,,,,,,,,,,,,,,,,,,28.4301372,77.0627726
,,,park,,,,,,center,way/1227687509,,,,,,,,,,,,,,,,,,,,,,,,,28.3671254,76.9491682
,,,park,,,,,,center,way/1227687510,,,,,,,,,,,,,,,,,,,,,,,,,28.3670629,76.9505159
,,,park,,,,,,center,way/1227687511,,,,,,,,,,,,,,,,,,,,,,,,,28.3655383,76.9505855
,,,park,,,,,,center,way/1227687512,,,,,,,,,,,,,,,,,,,,,,,,,28.3674957,76.9483525
,,,park,,,,,,center,way/1227687513,,,,,,,,,,,,,,,,,,,,,,,,,28.3660978,76.9477894
,yes,,park,,,,,,center,way/1227950252,,,,,,,,,,,,,,,,,,,,,,,,,28.4263705,77.0655465
,yes,,park,,,,,,center,way/1228658282,,,,,,,,,,,,,,,,,,,,,,,,,28.4301033,77.0661786
,yes,,park,,,,,,center,way/1228658283,,,,,,,,,,,,,,,,,,,,,,,,,28.4307766,77.0676438
,yes,,park,,,,,,center,way/1228658285,,,,,,,,,,,,,,,,,,,,,,,,,28.4315185,77.0674707
,yes,,park,,,,,,center,way/1228658286,,,,,,,,,,,,,,,,,,,,,,,,,28.4319197,77.0682726
,yes,,park,,,,,,center,way/1228658290,,,,,,,,,,,,,,,,,,,,,,,,,28.4324943,77.0682565
,yes,,park,,,,,,center,way/1228658298,,,,,,,,,,,,,,,,,,,,,,,,,28.4306014,77.0670525
,,,park,,,,,,center,way/1244261070,,,,,,,,,,,,,,,,,,,,,,,,,28.4160725,77.0379918
,,,park,,,,,,center,way/1244261073,,,,,,,,,,,,,,,,,,,,,,,,,28.4166798,77.0389421
,,,park,,,,,,center,way/1244261074,,,,,,,,,,,,,,,,,,,,,,,,,28.4168155,77.0364116
,,,park,,,Resident's Welfare Association,association,,center,way/1247506035,Gurgaon,,,,122102,,recreation_ground,,,,,,,King's Park,,,,,Gurgaon,,,"E Block Ave, E Block, Ansal Esencia, Sector 67",,24/7,28.3860342,77.0642276
,yes,,park,,,Resident's Welfare Association,association,,center,way/1247511524,Gurgaon,,,,122102,,recreation_ground,,,,,,,Queen's Park,,,,,Gurgaon,,,"E Block Ave, E Block, Ansal Esencia, Sector 67",,24/7,28.3851891,77.0638596
,yes,,park,,,Resident's Welfare Association,association,,center,way/1247513931,Gurgaon,,,,122102,,recreation_ground,,,,,,,,,,,,Gurgaon,,,"E Block Ave, E Block, Ansal Esencia, Sector 67",,24/7,28.3858131,77.0610598
,,,park,,,Resident's Welfare Association,association,,center,way/1247545901,Gurgaon,,,,122102,,recreation_ground,,,,,,,O3 Park,,,,,Gurgaon,,,"Ansal Esencia, Sector 67",,24/7,28.3865251,77.0591003
,,,park,,,RWA,association,,center,way/1247545902,Gurgaon,,,,122102,,,,,,,,,,,,,,Gurgaon,,,"Ansal Esencia, Sector 67",,24/7,28.3869496,77.0585027
,,,park,,,RWA,association,,center,way/1247545903,Gurgaon,,,,122102,,,,,,,,,Tranquile Groove,,,,,Gurgaon,,,"Ansal Esencia, Sector 67",,24/7,28.3849618,77.0585594
,,,park,,,RWA,,,center,way/1247545904,Gurgaon,,,,122102,,,,,,,,,,,,,,Gurgaon,,,"Ansal Esencia, Sector 67",,24/7,28.3832491,77.0585075
,,,park,,,RWA,association,,center,way/1247545905,Gurgaon,,,,122102,,recreation_ground,,,,,,,Hyde Park,,,,,Gurgaon,,,"Ansal Esencia, Sector 67",,24/7,28.382419,77.0592238
,,,park,,,RWA,association,,center,way/1247545906,Gurgaon,,,,122102,,recreation_ground,,,,,,,Eco Grove Park,,,,,Gurgaon,,,"F Block, Ansal Esencia, Sector 67",,24/7,28.3823961,77.0635242
,,,park,,,RWA,association,,center,way/1247550805,Gurgaon,,,,122102,,recreation_ground,,,,,,,H2O Park,,,,,Gurgaon,,,"D Block, Ansal Esencia, Sector 67",,24/7,28.3872564,77.0604155
,,,park,,,RWA,association,,center,way/1247550806,Gurgaon,,,,122102,,recreation_ground,,,,,,,O2 Park,,,,,Gurgaon,,,"A Block, Ansal Esencia, Sector 67",,24/7,28.3878699,77.0586433
,,,park,,,,,,center,way/1247552530,,,,,,,,,,,,,,,,,,,,,,,,,28.3904106,77.0574489
,,,park,,,,,,center,way/1247552531,,,,,,,,,,,,,,,,,,,,,,,,,28.3905095,77.0582496
,permissive,,park,,,RWA,association,,center,way/1247552532,,,,,,,,,,,,,,,,,,,,,,,,sunrise-sunset,28.3897192,77.0580302
,,,park,,,,,,center,way/1247552533,,,,,,,,,,,,,,,,,,,,,,,,,28.3872202,77.0638148
,,,park,,,,,,center,way/1247552535,,,,,,,,,,,,,,,,,,,,,,,,,28.3865239,77.0637893
,,,park,,,,,,center,way/1253892528,,,,,,,,,,,,,,,,,,,,,,,,,28.4398177,77.041164
,,,park,,,,,,center,way/1253892529,,,,,,,,,,,,,,,,,,,,,,,,,28.4401678,77.0404203
,,,park,,,,,,center,way/1253892530,,,,,,,,,,,,,,,,,,,,,,,,,28.4394183,77.0416042
,,,park,,,J Block MayField Gardens,private,,center,way/1260741044,Gurugram,,,,122001,,,,,,,,,Main Triangular Park,,,,,,,,J Block,,,28.4225693,77.0643163
,,,park,,,RWA,private,,center,way/1260743940,Gurugram,,,,122001,,,,J Block Joggers Park,,,,,Joggers Park,,,,,,,,J Block,,,28.4233103,77.0629703
,,,park,,,Temple,private,,center,way/1260750144,Gurugram,,,,122001,,,,,,,,,Temple Park,,,,,,,,N Block,,,28.4264676,77.060624
,,,park,,,Housing Board,public,,center,way/1260759155,,,,,,,,,,,,,,Housing Board Park N Block,,,,,,,,,,,28.4264818,77.063093
,,,park,,,,,,center,way/1270574306,,,,,,,,,,,,,,,,,,,,,,,,,28.466319,77.018276
,,,park,,,,,,center,way/1270574308,,,,,,,,,,,,,,,,,,,,,,,,,28.4673393,77.0158391
,,,park,,,,,,center,way/1270574309,,,,,,,,,,,,,,,,,,,,,,,,,28.4686365,77.016645
,,,park,,,,,,center,way/1270574310,,,,,,,,,,,,,,,,,,,,,,,,,28.4694578,77.0005491
,,,park,,,,,,center,way/1270574311,,,,,,,,,,,,,,,,,,,,,,,,,28.4682194,76.9988723
,,,park,,,,,,center,way/1270574326,,,,,,,,,,,,,,,,,,,,,,,,,28.4309134,77.0638847
,,,park,,,,,,center,way/1270574327,,,,,,,,,,,,,,,,,,,,,,,,,28.4312569,77.0638143
,,,park,,,,,,center,way/1270574328,,,,,,,,,,,,,,,,,,,,,,,,,28.4306377,77.0622302
,,,park,,,,,,center,way/1270574329,,,,,,,,,,,,,,,,,,,,,,,,,28.4386252,77.0552969
,,,park,,,,,,center,way/1270694619,,,,,,,,,,,,,,,,,,,,,,,,,28.4344904,77.0699121
,,,park,,,,,,center,way/1270694621,,,,,,,,,,,,,,,,,,,,,,,,,28.4336716,77.06775
,,,park,,,,,,center,way/1271122115,,,,,,,,,,,,,,,,,,,,,,,,,28.4242233,77.0818462
,,,park,,,,,,center,way/1271122118,,,,,,,,,,,,,,,,,,,,,,,,,28.4284479,77.0855747
,,,park,,,,,,center,way/1271122120,,,,,,,,,,,,,,,,,,,,,,,,,28.4281676,77.0880865
,,,park,,,,,,center,way/1271124846,,,,,,,,,,,,,,,,,,,,,,,,,28.4317975,77.0756902
,,,park,,,,,,center,way/1271124847,,,,,,,,,,,,,,,,,,,,,,,,,28.4331733,77.0736922
,,,park,,,,,,center,way/1271124848,,,,,,,,,,,,,,,,,,,,,,,,,28.4372135,77.0706754
,,,park,,,,,,center,way/1271124850,,,,,,,,,,,,,,,,,,,,,,,,,28.4494319,77.0829166
,,,park,,,,,,center,way/1271124851,,,,,,,,,,,,,,,,,,,,,,,,,28.4489377,77.0814275
,,,park,,,,,,center,way/1271124852,,,,,,,,,,,,,,,,,,,,,,,,,28.4548765,77.0782953
,,,park,,,,,,center,way/1296966884,,,,,,,,,,,,,,,,,,,,,,,,,28.4235,77.0625406
,,,park,,,,,,center,way/1298616319,,,,,,,,,,,,,,,,,,,,,,,,,28.4029406,76.9103345
,,,park,,,,,,center,way/1298616320,,,,,,,,,,,,,,,,,,,,,,,,,28.3992552,76.9147977
,,,park,,,,,,center,way/1299461620,,,,,,,,,,,,,,,,,,,,,,,,,28.2492207,76.8158928
,,,park,,,,,,center,way/1300397431,,,,,,,,,,,,,,,,,,,,,,,,,28.427471,77.0649269
,yes,,park,,,Powergrid,,,center,way/1305388327,,,,yes,,,,,,,,,,,,,,,,,,,,,28.4567251,77.074541
,,,park,,,,,,center,way/1313203041,,,,,,,,,,,,,,,,,,,,,,,,,28.4322586,77.0670916
,,,park,,,,,,center,way/1315446100,,,,,,,,,,,,,,,,,,,,,,,,,28.4208947,77.0740147
,,,park,,,,,,center,way/1331281992,,,,,,,,,,,,,,,,,,,,,,,,,28.4756529,76.9692261
,,,park,,,,,,center,way/1337326032,,,,,,,,,,,,,,,,,,,,,,,,,28.4301935,77.0618183
,,,park,,,,,,center,way/1337326040,,,,,,,,,,,,,,,,,,,,,,,,,28.4245142,77.0756153
,,,park,,,,,,center,way/1337326046,,,,,,,,,,,,,,,,,,,,,,,,,28.4086396,77.0364771
,,,park,,,,,,center,way/1360363323,,,,,,,,,,,,,,,,,,,,,,,,,28.3335004,76.8811546
,,,park,,,,,,center,way/1360363555,,,,,,,,,,,,,,,,,,,,,,,,,28.3333229,76.8837598
,,,park,,,,,,center,way/1383659344,,,,,,,,,,,,,,,,,,,,,,,,,28.4477471,77.056898
,,,park,,,,,,center,way/1383661790,,,,,,,,,,,,,,,,,,,,,,,,,28.4323107,77.0191736
,,,park,,,,,,center,way/1387719418,,,Samaspur,,,,,,,,,,,Park 2,,,,,,,,,,,28.4253037,77.0660497
,,,park,,,,,,center,way/1387719422,,,,,,,,,,,,,,,,,,,,,,,,,28.4225971,77.0565623
,,,park,,,,,,center,way/1408776567,,,,,,,,,,,,,,F Block Park,,,,,,,,,,,28.4165564,77.0548196
,,,park,,,,,,center,way/1408777029,,,,,,,,,,,,,,F Block Open Gym,,,,,,,,,,,28.4157867,77.05492
,,,park,,,,,,center,way/1418900639,,,,,,,,,,,,,,,,,,,,,,,,,28.498861,77.0939125
,,,park,,,,,,center,way/1420164521,,,,,,,,,,,,,,,,,,,,,,,,,28.5008224,77.0928151
,,,park,,,,,,center,way/1422826986,Gurugram,,,,,,,,,,,,,Upvan Park,Upvan Park,,,,Gurugram,,,,,,28.4548031,77.0915797
,,,park,,,,,,center,way/1422826987,,,,,,,,,,,,,,,,,,,,,,,,,28.4558794,77.0927116
,,,park,,,,,,center,way/1422826988,,,,,,,,,,,,,,,,,,,,,,,,,28.4546974,77.0930204
,,,park,,,,,,center,way/1422826989,,,,,,,,,,,,,,,,,,,,,,,,,28.4737692,77.0745314
,,,park,,,,,,center,way/1422826990,,,,,,,,,,,,,,,,,,,,,,,,,28.4717739,77.0739231
,,,park,,,,,,center,way/1422826991,,,,,,,,,,,,,,,,,,,,,,,,,28.4737961,77.0772614
,,,park,,,,,,center,way/1423287504,,,,,,,,,,,,,,,,,,,,,,,,,28.4511056,77.0759149
,yes,,park,,,,,,,node/5378350223,,,,,,,,,A park with pathways for walking. Also has benches for sitting. Lacks shaded areas though.,,,,,Sector 52 Park,,,,,,,,,,,28.435141,77.0886406
,yes,,park,,,,,,,node/5378362990,,,,,,,,,A park with pathways for walking. Also has benches for sitting. Lacks shaded areas though.,,,,,Sector 52 Park,,,,,,,,,,,28.4352144,77.088689
,,,park,,,,,,,node/5624723854,GURGAON,,,,,,,sector 32,,,,,,Infocity Park,,,,,,,,Infocity Phase 1,,,28.4302895,77.0153305
,,,park,,,,,,,node/5677866690,,,,,,,,,Thousand Shades Butterfly Park,,,,,,,,,,,,,,,,28.4382436,77.0900826
,,,park,,,,,,,node/6219552403,,,,,,,,,,,,,,,,,,,,,,,,,28.3931187,77.0217528
,,,park,,,,,,,node/6223496985,,,,,,,,,,,,,,,,,,,,,,,,,28.4049644,77.0419167
,,,park,,,open for every one,,,,node/7829458290,Gurugram,,,,122001,,,"4/8, shakti nagar road, Laxmi garden,sector 11,grugram ,haryana","it's great park in society , lots of people and children like to came here for hangout",,,,,Tikona Park,,,,,,,,"shakti nagar road, Laxmi garden,sector 11,grugram ,haryana",,24/7,28.4537674,77.0172825
,,,park,,,it's open for every one lots of people like to came here for hangout,,,,node/7829458291,Gurugram,,,,122001,,,"4/8, Shakti nagar road, laxmi garden,sector 11,gurgaon, Haryana",it's great place and it's open for every one lots of people like to came here for hangout,,,,,Children park,,,,,,,,"Shakti nagar road, laxmi garden,sector 11,gurgaon, Haryana",,24/7,28.4532911,77.017516
,,,park,,,public place,,,,node/7829480979,Gurugram,,,,122001,,,"4 marla ,khandsa road,sector 11 , gurugram ,haryana",,,,,,Atal Vatika Park,,,,,,,,"khandsa road,sector 11 , gurugram ,haryana",,24/7,28.4533282,77.0195396
,,,park,,,,,,,node/7829627325,,,,,,,,,,,,,,,,,,,,,,,,,28.4545286,77.0213438
,,,park,,,,,,,node/8012330500,,,,,,,,,,,,,,,,,,,,,,,,,28.461903,77.0652412
,,,park,,,,,,,node/10968937275,,,,,,,,,,,,,,,,,,,,,,,,,28.4226909,77.0994187
,,,park,,,,,,,node/12397467101,,,,,,,,,,,,,,,,,,,,,,,,,28.4687471,77.0074434
,,,park,,,,,,,node/12397468001,,,,,,,,,,,,,,,,,,,,,,,,,28.4668898,77.0079678
